機種,品番,摘要,檢印,建立日期
CU-UX71BCA2,C3932-2317,2024年UX新機種,謝廷笙,2023/9/7
CU-UX80BCA2,C3932-2318,2024年UX新機種,謝廷笙,2023/9/7
CU-UX90BCA2,C3932-2319,2024年UX新機種,謝廷笙,2023/9/7
CU-UX110BCA2,C3932-2320,2024年UX新機種,謝廷笙,2023/9/7
CU-UX125BCA2,C3932-2321,2024年UX新機種,謝廷笙,2023/9/7
CU-UX22BDHA2,C3932-2322,2024年UX新機種,謝廷笙,2023/9/7
CU-UX28BDHA2,C3932-2323,2024年UX新機種,謝廷笙,2023/9/7
CU-UX22BDCA2,C3932-2324,2024年UX新機種,謝廷笙,2023/9/7
CU-UX28BDCA2,C3932-2325,2024年UX新機種,謝廷笙,2023/9/7
CS-UX22~63(系),C3932-2326,2023年CS-UX顯板(導入TFT),蘇俊安,2023/9/18
CS-LJ40BA2-05,C3932-2327,40、71室內、外機低壓配管細徑化,陳柏嘉,2023/9/25
CS-K40FA2-02,C3932-2328,40、71室內、外機低壓配管細徑化,陳柏嘉,2023/9/25
CS-K71FA2-02,C3932-2329,40、71室內、外機低壓配管細徑化,陳柏嘉,2023/9/25
CS-40FL-01,C3932-2330,40、71室內、外機低壓配管細徑化,陳柏嘉,2023/9/25
CS-71FL-01,C3932-2331,40、71室內、外機低壓配管細徑化,陳柏嘉,2023/9/25
CS-71EL-01,C3932-2332,40、71室內、外機低壓配管細徑化,陳柏嘉,2023/9/25
CS-SX40BDA2-01,C3932-2333,40、71室內、外機低壓配管細徑化,陳柏嘉,2023/9/25
CS-SX71BDA2-01,C3932-2334,40、71室內、外機低壓配管細徑化,陳柏嘉,2023/9/25
CS-J40BDA2-02,C3932-2335,40、71室內、外機低壓配管細徑化,陳柏嘉,2023/9/25
CS-J71BDA2-02,C3932-2336,40、71室內、外機低壓配管細徑化,陳柏嘉,2023/9/25
CS-71FD-01,C3932-2337,40、71室內、外機低壓配管細徑化,陳柏嘉,2023/9/25
CS-P71BUA2-02,C3932-2338,40、71室內、外機低壓配管細徑化,陳柏嘉,2023/9/25
CU-LJ40BHA2-06,C3932-2339,40、71室內、外機低壓配管細徑化,陳柏嘉,2023/9/25
CU-LJ40BCA2-06,C3932-2340,40、71室內、外機低壓配管細徑化,陳柏嘉,2023/9/25
CU-K40FHA2-03,C3932-2341,40、71室內、外機低壓配管細徑化,陳柏嘉,2023/9/25
CU-K40FCA2-03,C3932-2342,40、71室內、外機低壓配管細徑化,陳柏嘉,2023/9/25
CU-K71FHA2-03,C3932-2343,40、71室內、外機低壓配管細徑化,陳柏嘉,2023/9/25
CU-K71FCA2-03,C3932-2344,40、71室內、外機低壓配管細徑化,陳柏嘉,2023/9/25
CU-40FLC-02,C3932-2345,40、71室內、外機低壓配管細徑化,陳柏嘉,2023/9/25
CU-71FLC-02,C3932-2346,40、71室內、外機低壓配管細徑化,陳柏嘉,2023/9/25
CU-71ELC-02,C3932-2347,40、71室內、外機低壓配管細徑化,陳柏嘉,2023/9/25
CS-UX71~125(系),C3932-2348,2023年CS-UX顯板(導入TFT),蘇俊安,2023/10/2
CU-2K52BHA2,C3932-2349,2024一對多,劉泰麟,2023/10/25
CU-2K56BHA2,C3932-2350,2024一對多,劉泰麟,2023/10/25
CU-2K63BHA2,C3932-2351,2024機種  一對多室外機,周孟緯,2023/10/26
CU-2K71BHA2,C3932-2352,2024機種  一對多室外機,周孟緯,2023/10/26
CU-2K83BHA2,C3932-2353,2024機種  一對多室外機,周孟緯,2023/10/26
CU-3K83BHA2,C3932-2354,2024機種  一對多室外機,周孟緯,2023/10/26
CU-3K90BHA2,C3932-2355,2024機種  一對多室外機,周孟緯,2023/10/26
CU-4K100BHA2,C3932-2356,2024機種  一對多室外機,周孟緯,2023/10/26
CU-4K130BHA2,C3932-2357,2024機種  一對多室外機,周孟緯,2023/10/26
F-YVB38H,C3932-2358,2024香港向變頻除濕機電源板,張哲瑜,2023/11/23
F-YVB38H,C3932-2359,2024香港向變頻除濕機操作板,張哲瑜,2023/11/23
F-YVB38H,C3932-2360,2024香港向變頻除濕機電源板,張哲瑜,2023/11/23
F-YVB38H,C3932-2361,2024香港向變頻除濕機操作板,張哲瑜,2023/11/23
冰水室內機,C3932-2362,2024機種 冰水室內機,劉大猷,2024/1/3
CU-UX22~71BH(C)A2,C3932-2363,2024家用分離式室外機,曹楊帆,2024/1/26
F-YV26NXC,C3932-2364,2024薄型化變頻除濕機(S),張哲瑜,2024/1/27
F-YV26NXB,C3932-2365,2024薄型化變頻除濕機(S),張哲瑜,2024/1/27
F-YV26NXA,C3932-2366,2024薄型化變頻除濕機(S),張哲瑜,2024/1/27
F-YV32NX,C3932-2367,2024薄型化變頻除濕機(S),張哲瑜,2024/1/27
F-YV28NH,C3932-2368,2024薄型化變頻空清除濕機(S),張哲瑜,2024/1/27
F-YV26NX(A/B/C),C3932-2369,2024薄型化變頻除濕機(U),張哲瑜,2024/1/27
F-YV32NX,C3932-2370,2024薄型化變頻除濕機(U),張哲瑜,2024/1/27
F-YV28NH,C3932-2371,2024薄型化變頻空清除濕機(U),張哲瑜,2024/1/27
F-YV26NX(系),C3932-2372,2024薄型化變頻除濕機(S),張哲瑜,2024/1/27
F-YV28NH,C3932-2373,2024薄型化變頻空清除濕機(S),張哲瑜,2024/1/27
F-YV26NX/28NH(系),C3932-2374,2024薄型化變頻除濕機&清淨型(U),張哲瑜,2024/1/27
CU-71FLH,C3932-2375,台銀標案機種,郭武彬,2024/1/29
CU-80FLH,C3932-2376,台銀標案機種,郭武彬,2024/1/29
CU-UX22-125BHA2,C3932-2377,"大部屋 品質對應,H11/H97誤報率改善對應",劉俊佑,2024/3/23
CS-VX(系),C3932-2378,主板MCU DATA,蘇俊安,2024/4/27
CS-VX(系),C3932-2379,顯板MCU DATA,蘇俊安,2024/4/27
CS-HZ9BWA,C3932-2380,2025.香港窗分離(Panasonic),林信成,2024/5/22
CS-HZ12BWA,C3932-2381,2025.香港窗分離(Panasonic),林信成,2024/5/22
CS-HZ18BWA,C3932-2382,2025.香港窗分離(Panasonic),林信成,2024/5/22
RS-HZ9BW,C3932-2383,2025.香港窗分離(Rasonic),林信成,2024/5/22
RS-HZ12BW,C3932-2384,2025.香港窗分離(Rasonic),林信成,2024/5/22
RS-HZ18BW,C3932-2385,2025.香港窗分離(Rasonic),林信成,2024/5/22
CU-PU36AKV-2,C3932-2386,中南美向室外機,吳聰毅,2024/5/23
CS-PU36AKV-2,C3932-2387,中南美向室內機,吳聰毅,2024/5/23
CU-K22FHA2,C3932-2388,2024 K系列CSPF提升,許正曄,2024/6/17
CU-K28FHA2,C3932-2389,2024 K系列CSPF提升,許正曄,2024/6/17
CU-K36FHA2,C3932-2390,2024 K系列CSPF提升,許正曄,2024/6/17
CU-K40FHA2,C3932-2391,2024 K系列CSPF提升,許正曄,2024/6/17
CU-K50FHA2,C3932-2392,2024 K系列CSPF提升,許正曄,2024/6/17
CU-K63FHA2,C3932-2393,2024 K系列CSPF提升,許正曄,2024/6/17
CU-K71FHA2,C3932-2394,2024 K系列CSPF提升,許正曄,2024/6/17
CU-K80FHA2,C3932-2395,2024 K系列CSPF提升,許正曄,2024/6/17
CU-K90FHA2,C3932-2396,2024 K系列CSPF提升,許正曄,2024/6/17
CU-K110FHA2,C3932-2397,2024 K系列CSPF提升,許正曄,2024/6/17
CU-K22FCA2,C3932-2398,2024 K系列CSPF提升,許正曄,2024/6/17
CU-K28FCA2,C3932-2399,2024 K系列CSPF提升,許正曄,2024/6/17
CU-K36FCA2,C3932-2400,2024 K系列CSPF提升,許正曄,2024/6/17
CU-K40FCA2,C3932-2401,2024 K系列CSPF提升,許正曄,2024/6/17
CU-K50FCA2,C3932-2402,2024 K系列CSPF提升,許正曄,2024/6/17
CU-K63FCA2,C3932-2403,2024 K系列CSPF提升,許正曄,2024/6/17
CU-K71FCA2,C3932-2404,2024 K系列CSPF提升,許正曄,2024/6/17
CU-K80FCA2,C3932-2405,2024 K系列CSPF提升,許正曄,2024/6/17
CU-K90FCA2,C3932-2406,2024 K系列CSPF提升,許正曄,2024/6/17
CU-K110FCA2,C3932-2407,2024 K系列CSPF提升,許正曄,2024/6/17
CU-71FLH,C3932-2408,2024 K系列CSPF提升,許正曄,2024/6/17
CU-80FLH,C3932-2409,2024 K系列CSPF提升,許正曄,2024/6/17
CU-40FLC,C3932-2410,2024 K系列CSPF提升,許正曄,2024/6/17
CU-50FLC,C3932-2411,2024 K系列CSPF提升,許正曄,2024/6/17
CU-71FLC,C3932-2412,2024 K系列CSPF提升,許正曄,2024/6/17
CU-80FLC,C3932-2413,2024 K系列CSPF提升,許正曄,2024/6/17
CU-90FLC,C3932-2414,2024 K系列CSPF提升,許正曄,2024/6/17
CU-100FLC,C3932-2415,2024 K系列CSPF提升,許正曄,2024/6/17
KDV-28209R,C3932-2416,2024 K系列CSPF提升,許正曄,2024/6/17
KDV-41209R,C3932-2417,2024 K系列CSPF提升,許正曄,2024/6/17
KDV-50209R,C3932-2418,2024 K系列CSPF提升,許正曄,2024/6/17
KDC-28209R,C3932-2419,2024 K系列CSPF提升,許正曄,2024/6/17
KDC-36209R,C3932-2420,2024 K系列CSPF提升,許正曄,2024/6/17
KDC-41209R,C3932-2421,2024 K系列CSPF提升,許正曄,2024/6/17
KDC-50209R,C3932-2422,2024 K系列CSPF提升,許正曄,2024/6/17
KDC-63209R,C3932-2423,2024 K系列CSPF提升,許正曄,2024/6/17
KDC-72209R,C3932-2424,2024 K系列CSPF提升,許正曄,2024/6/17
KDC-85209R,C3932-2425,2024 K系列CSPF提升,許正曄,2024/6/17
CU-UJ22BHA2,C3932-2426,2025新機種,王信發,2024/7/12
CU-UJ28BHA2,C3932-2427,2025新機種,王信發,2024/7/12
CU-UJ36BHA2,C3932-2428,2025新機種,王信發,2024/7/12
CU-UJ40BHA2,C3932-2429,2025新機種,王信發,2024/7/12
CU-UJ50BHA2,C3932-2430,2025新機種,王信發,2024/7/12
CU-UJ63BHA2,C3932-2431,2025新機種,王信發,2024/7/12
CU-UJ71BHA2,C3932-2432,2025新機種,王信發,2024/7/12
CU-UJ80BHA2,C3932-2433,2025新機種,王信發,2024/7/12
CU-UJ90BHA2,C3932-2434,2025新機種,王信發,2024/7/12
CU-UJ110BHA2,C3932-2435,2025新機種,王信發,2024/7/12
CU-UJ22BCA2,C3932-2436,2025新機種,王信發,2024/7/12
CU-UJ28BCA2,C3932-2437,2025新機種,王信發,2024/7/12
CU-UJ36BCA2,C3932-2438,2025新機種,王信發,2024/7/12
CU-UJ40BCA2,C3932-2439,2025新機種,王信發,2024/7/12
CU-UJ50BCA2,C3932-2440,2025新機種,王信發,2024/7/12
CU-UJ63BCA2,C3932-2441,2025新機種,王信發,2024/7/12
CU-UJ71BCA2,C3932-2442,2025新機種,王信發,2024/7/12
CU-UJ80BCA2,C3932-2443,2025新機種,王信發,2024/7/12
CU-UJ90BCA2,C3932-2444,2025新機種,王信發,2024/7/12
CU-UJ110BCA2,C3932-2445,2025新機種,王信發,2024/7/12
CS-UJ22BA2,C3932-2446,2025新機種,劉泰麟,2024/7/12
CS-UJ28BA2,C3932-2447,2025新機種,劉泰麟,2024/7/12
CS-UJ36BA2,C3932-2448,2025新機種,劉泰麟,2024/7/12
CS-UJ40BA2,C3932-2449,2025新機種,劉泰麟,2024/7/12
CS-UJ50BA2,C3932-2450,2025新機種,劉泰麟,2024/7/12
CS-UJ63BA2,C3932-2451,2025新機種,劉泰麟,2024/7/12
CS-UJ71BA2,C3932-2452,2025新機種,劉泰麟,2024/7/12
CS-UJ80BA2,C3932-2453,2025新機種,劉泰麟,2024/7/12
CS-UJ90BA2,C3932-2454,2025新機種,劉泰麟,2024/7/12
CS-UJ110BA2,C3932-2455,2025新機種,劉泰麟,2024/7/12
CU-P140BHA2,C3932-2456,2024年PAC機種_單相220V,陳柏毓,2024/8/20
CU-P140BHA3,C3932-2457,2024年PAC機種_三相220V,陳柏毓,2024/8/20
CU-P140BHA2,C3932-2458,2024年PAC機種_單相220V,陳柏毓,2024/8/20
CU-P140BHA3,C3932-2459,2024年PAC機種_三相220V,陳柏毓,2024/8/20
S-224W1T6,C3932-2460,2024年VRF機種_外氣處理機S-224W1T6,劉大猷,2024/8/22
S-280W1T6,C3932-2461,2024年VRF機種_外氣處理機S-280W1T6,劉大猷,2024/8/22
S-224W1T6,C3932-2462,2024年VRF機種_外氣處理機S-224W1T6,劉大猷,2024/8/22
S-280W1T6,C3932-2463,2024年VRF機種_外氣處理機S-280W1T6,劉大猷,2024/8/22
CU-UX140BHA2,C3932-2464,家用14kW,陳柏嘉,2024/8/22
CU-UX140BCA2,C3932-2465,家用14kW,陳柏嘉,2024/8/22
CU-UX160BHA2,C3932-2466,家用16kW,陳柏嘉,2024/8/22
CU-UX160BCA2,C3932-2467,家用16kW,陳柏嘉,2024/8/22
CS-VX22BA2,C3932-2468,2025新機種,陳柏嘉,2024/8/29
CS-VX28BA2,C3932-2469,2025新機種,陳柏嘉,2024/8/29
CS-VX36BA2,C3932-2470,2025新機種,陳柏嘉,2024/8/29
CS-VX40BA2,C3932-2471,2025新機種,陳柏嘉,2024/8/29
CS-VX50BA2,C3932-2472,2025新機種,陳柏嘉,2024/8/29
CS-VX63BA2,C3932-2473,2025新機種,陳柏嘉,2024/8/29
CS-VX71BA2,C3932-2474,2025新機種,陳柏嘉,2024/8/29
CS-VX80BA2,C3932-2475,2025新機種,陳柏嘉,2024/8/29
CS-VX90BA2,C3932-2476,2025新機種,陳柏嘉,2024/8/29
CS-VX110BA2,C3932-2477,2025新機種,陳柏嘉,2024/8/29
CS-VX125BA2,C3932-2478,2025新機種,陳柏嘉,2024/8/29
CS-VX22BDA2,C3932-2479,2025新機種,陳柏嘉,2024/8/29
CS-VX28BDA2,C3932-2480,2025新機種,陳柏嘉,2024/8/29
F-YV28NX(U),C3932-2481,2024薄型化變頻除濕機(U),林柏宏,2024/9/4
F-YV32NX(U),C3932-2482,2024薄型化變頻除濕機(U),林柏宏,2024/9/4
U-10LYE1T7,C3932-2483,控制板_DCCT變更,陳柏毓,2024/9/11
CS-UJ(系),C3932-2484,主板MCU DATA,黃凱傑,2024/9/13
S-224ME2E5,C3932-2485,2024年VRF機種_高靜壓DUCT,林韋昇,2024/9/20
S-280ME2E5,C3932-2486,2024年VRF機種_高靜壓DUCT,林韋昇,2024/9/20
CU-UX22BHA2,C3932-2487,2025對應舒適冷房新編,謝廷笙,2024/10/24
CU-UX28BHA2,C3932-2488,2025對應舒適冷房新編,謝廷笙,2024/10/24
CU-UX36BHA2,C3932-2489,2025對應舒適冷房新編,謝廷笙,2024/10/24
CU-UX40BHA2,C3932-2490,2025對應舒適冷房新編,謝廷笙,2024/10/24
CU-UX50BHA2,C3932-2491,2025對應舒適冷房新編,謝廷笙,2024/10/24
CU-UX63BHA2,C3932-2492,2025對應舒適冷房新編,謝廷笙,2024/10/24
CU-UX71BHA2,C3932-2493,2025對應舒適冷房新編,謝廷笙,2024/10/24
CU-UX80BHA2,C3932-2494,2025對應舒適冷房新編,謝廷笙,2024/10/24
CU-UX90BHA2,C3932-2495,2025對應舒適冷房新編,謝廷笙,2024/10/24
CU-UX110BHA2,C3932-2496,2025對應舒適冷房新編,謝廷笙,2024/10/24
CU-UX125BHA2,C3932-2497,2025對應舒適冷房新編,謝廷笙,2024/10/24
CU-UX22BCA2,C3932-2498,2025對應舒適冷房新編,謝廷笙,2024/10/24
CU-UX28BCA2,C3932-2499,2025對應舒適冷房新編,謝廷笙,2024/10/24
CU-UX36BCA2,C3932-2500,2025對應舒適冷房新編,謝廷笙,2024/10/24
CU-UX40BCA2,C3932-2501,2025對應舒適冷房新編,謝廷笙,2024/10/24
CU-UX50BCA2,C3932-2502,2025對應舒適冷房新編,謝廷笙,2024/10/24
CU-UX63BCA2,C3932-2503,2025對應舒適冷房新編,謝廷笙,2024/10/24
CU-UX71BCA2,C3932-2504,2025對應舒適冷房新編,謝廷笙,2024/10/24
CU-UX80BCA2,C3932-2505,2025對應舒適冷房新編,謝廷笙,2024/10/24
CU-UX90BCA2,C3932-2506,2025對應舒適冷房新編,謝廷笙,2024/10/24
CU-UX110BCA2,C3932-2507,2025對應舒適冷房新編,謝廷笙,2024/10/24
CU-UX125BCA2,C3932-2508,2025對應舒適冷房新編,謝廷笙,2024/10/24
CU-UX22BDHA2,C3932-2509,2025對應舒適冷房新編,謝廷笙,2024/10/24
CU-UX28BDHA2,C3932-2510,2025對應舒適冷房新編,謝廷笙,2024/10/24
CU-UX22BDCA2,C3932-2511,2025對應舒適冷房新編,謝廷笙,2024/10/24
CU-UX28BDCA2,C3932-2512,2025對應舒適冷房新編,謝廷笙,2024/10/24
CS-UX140BA2,C3932-2513,2025新機種,許正曄,2024/11/5
CS-UX160BA2,C3932-2514,2025新機種,許正曄,2024/11/5
CW(S)-R22A2,ACXA53D7876D,,,
CW(S)-R28A2,ACXA53D7877D,,,
CW(S)-R36A2,ACXA53D7878C,,,
CW-R22S2,ACXA53D7891B,,,
CW-R28S2,ACXA53D7892B,,,
CW-R36S2,ACXA53D7893B,,,
CW-R40S2,ACXA53D7894B,,,
CW-R50S2,ACXA53D7895B,,,
CW-R60S2,ACXA53D7896B,,,
CW-R68S2,ACXA53D7897B,,,
CW(U)-R22HA2,ACXA53D7898D,,,
CW(U)-R28HA2,ACXA53D7899D,,,
CW(U)-R36HA2,ACXA53D7900C,,,
CW(U)-R40HA2,ACXA53D7901C,,,
CW(U)-R50HA2,ACXA53D7902C,,,
CW(U)-R60HA2,ACXA53D7903E,,,
CW(U)-R68HA2,ACXA53D7904E,,,
CW(U)-R22CA2,ACXA53D7905D,,,
CW(U)-R28CA2,ACXA53D7906D,,,
CW(U)-R36CA2,ACXA53D7907C,,,
CW(U)-R40CA2,ACXA53D7908C,,,
CW(U)-R50CA2,ACXA53D7909C,,,
CW(U)-R60CA2,ACXA53D7910E,,,
CW(U)-R68CA2,ACXA53D7911E,,,
CW(S)-R22LA2,ACXA53D8640C,,,
CW(U)-R22LHA2,ACXA53D8647C,,,
CW(U)-R22LCA2,ACXA53D8654C,,,
